Numero de la station;Nom de la station;Jour;Heure;tm;glot;um
OLMOS001;Olmos Cretaceous;08-03-2004 04:00:00;5;16.4;0.0;76.5
OLMOS001;Olmos Cretaceous;08-03-2004 05:00:00;6;19.3;73.0;85.9
OLMOS001;Olmos Cretaceous;08-03-2004 06:00:00;7;20.1;0.0;83.7
OLMOS001;Olmos Cretaceous;08-03-2004 07:00:00;8;16.4;562.0;87.7
OLMOS001;Olmos Cretaceous;08-03-2004 08:00:00;9;15.0;1161.0;84.5
OLMOS001;Olmos Cretaceous;08-03-2004 09:00:00;10;15.0;1736.0;94.1
OLMOS001;Olmos Cretaceous;08-03-2004 10:00:00;11;19.4;1641.0;80.6
OLMOS001;Olmos Cretaceous;08-03-2004 11:00:00;12;20.1;2243.0;80.6
OLMOS001;Olmos Cretaceous;08-03-2004 12:00:00;13;21.2;1996.0;78.6
OLMOS001;Olmos Cretaceous;08-03-2004 13:00:00;14;19.8;2189.0;85.8
OLMOS001;Olmos Cretaceous;08-03-2004 14:00:00;15;22.3;1570.0;78.9
OLMOS001;Olmos Cretaceous;08-03-2004 15:00:00;16;24.3;1597.0;81.6
OLMOS001;Olmos Cretaceous;08-03-2004 16:00:00;17;23.5;1031.0;72.9
OLMOS001;Olmos Cretaceous;08-03-2004 17:00:00;18;23.1;536.0;75.1
OLMOS001;Olmos Cretaceous;08-03-2004 18:00:00;19;23.2;0.0;74.9
OLMOS001;Olmos Cretaceous;08-03-2004 19:00:00;20;26.7;49.0;72.9
OLMOS001;Olmos Cretaceous;08-03-2004 20:00:00;21;25.8;19.0;63.6
OLMOS001;Olmos Cretaceous;08-03-2004 21:00:00;22;23.3;0.0;75.4
OLMOS001;Olmos Cretaceous;08-03-2004 22:00:00;23;21.9;3.0;71.9
OLMOS001;Olmos Cretaceous;08-03-2004 23:00:00;24;22.3;40.0;76.0
OLMOS001;Olmos Cretaceous;09-03-2004 00:00:00;1;20.3;0.0;67.7
OLMOS001;Olmos Cretaceous;09-03-2004 01:00:00;2;20.8;42.0;75.6
OLMOS001;Olmos Cretaceous;09-03-2004 02:00:00;3;21.0;0.0;63.9
OLMOS001;Olmos Cretaceous;09-03-2004 03:00:00;4;18.1;32.0;88.8
OLMOS001;Olmos Cretaceous;09-03-2004 04:00:00;5;17.8;0.0;75.7
OLMOS001;Olmos Cretaceous;09-03-2004 05:00:00;6;19.4;0.0;95.0
OLMOS001;Olmos Cretaceous;09-03-2004 06:00:00;7;16.5;32.0;83.7
OLMOS001;Olmos Cretaceous;09-03-2004 07:00:00;8;17.0;585.0;90.0
OLMOS001;Olmos Cretaceous;09-03-2004 08:00:00;9;18.4;1264.0;88.4
OLMOS001;Olmos Cretaceous;09-03-2004 09:00:00;10;18.4;1696.0;93.0
OLMOS001;Olmos Cretaceous;09-03-2004 10:00:00;11;16.2;1874.0;91.9
OLMOS001;Olmos Cretaceous;09-03-2004 11:00:00;12;17.4;2152.0;85.3
OLMOS001;Olmos Cretaceous;09-03-2004 12:00:00;13;22.3;2074.0;87.4
OLMOS001;Olmos Cretaceous;09-03-2004 13:00:00;14;15.6;2085.0;79.7
OLMOS001;Olmos Cretaceous;09-03-2004 14:00:00;15;20.4;1784.0;82.3
OLMOS001;Olmos Cretaceous;09-03-2004 15:00:00;16;22.3;1384.0;76.2
OLMOS001;Olmos Cretaceous;09-03-2004 16:00:00;17;23.2;1084.0;73.9
OLMOS001;Olmos Cretaceous;09-03-2004 17:00:00;18;24.3;552.0;68.8
OLMOS001;Olmos Cretaceous;09-03-2004 18:00:00;19;26.5;6.0;63.9
OLMOS001;Olmos Cretaceous;09-03-2004 19:00:00;20;23.0;89.0;68.8
OLMOS001;Olmos Cretaceous;09-03-2004 20:00:00;21;25.3;0.0;71.7
OLMOS001;Olmos Cretaceous;09-03-2004 21:00:00;22;24.5;0.0;64.0
OLMOS001;Olmos Cretaceous;09-03-2004 22:00:00;23;25.4;0.0;65.8
OLMOS001;Olmos Cretaceous;09-03-2004 23:00:00;24;24.4;84.0;68.2
OLMOS001;Olmos Cretaceous;10-03-2004 00:00:00;1;22.5;0.0;78.7
OLMOS001;Olmos Cretaceous;10-03-2004 01:00:00;2;24.0;33.0;78.4
OLMOS001;Olmos Cretaceous;10-03-2004 02:00:00;3;21.2;0.0;81.6
OLMOS001;Olmos Cretaceous;10-03-2004 03:00:00;4;17.3;27.0;82.6
OLMOS001;Olmos Cretaceous;10-03-2004 04:00:00;5;18.9;70.0;80.9
OLMOS001;Olmos Cretaceous;10-03-2004 05:00:00;6;19.1;0.0;79.9
OLMOS001;Olmos Cretaceous;10-03-2004 06:00:00;7;18.0;0.0;81.9
OLMOS001;Olmos Cretaceous;10-03-2004 07:00:00;8;16.0;538.0;82.2
OLMOS001;Olmos Cretaceous;10-03-2004 08:00:00;9;16.8;1219.0;87.4
OLMOS001;Olmos Cretaceous;10-03-2004 09:00:00;10;15.9;1607.0;78.5
OLMOS001;Olmos Cretaceous;10-03-2004 10:00:00;11;17.2;2000.0;83.3
OLMOS001;Olmos Cretaceous;10-03-2004 11:00:00;12;20.7;2056.0;90.3
OLMOS001;Olmos Cretaceous;10-03-2004 12:00:00;13;19.6;2539.0;88.8
OLMOS001;Olmos Cretaceous;10-03-2004 13:00:00;14;21.6;2101.0;84.6
OLMOS001;Olmos Cretaceous;10-03-2004 14:00:00;15;24.1;1730.0;78.7
OLMOS001;Olmos Cretaceous;10-03-2004 15:00:00;16;23.6;1391.0;75.3
OLMOS001;Olmos Cretaceous;10-03-2004 16:00:00;17;20.3;1097.0;77.6
OLMOS001;Olmos Cretaceous;10-03-2004 17:00:00;18;25.3;578.0;70.9
OLMOS001;Olmos Cretaceous;10-03-2004 18:00:00;19;24.1;0.0;68.5
OLMOS001;Olmos Cretaceous;10-03-2004 19:00:00;20;23.8;47.0;71.6
OLMOS001;Olmos Cretaceous;10-03-2004 20:00:00;21;25.0;0.0;67.9
OLMOS001;Olmos Cretaceous;10-03-2004 21:00:00;22;25.2;4.0;74.2
OLMOS001;Olmos Cretaceous;10-03-2004 22:00:00;23;24.6;22.0;70.0
OLMOS001;Olmos Cretaceous;10-03-2004 23:00:00;24;22.8;0.0;72.1
OLMOS001;Olmos Cretaceous;11-03-2004 00:00:00;1;24.7;103.0;64.7
OLMOS001;Olmos Cretaceous;11-03-2004 01:00:00;2;23.9;48.0;76.0
OLMOS001;Olmos Cretaceous;11-03-2004 02:00:00;3;21.6;0.0;77.2
OLMOS001;Olmos Cretaceous;11-03-2004 03:00:00;4;17.6;0.0;80.1
OLMOS001;Olmos Cretaceous;11-03-2004 04:00:00;5;17.0;82.0;84.9
OLMOS001;Olmos Cretaceous;11-03-2004 05:00:00;6;18.3;55.0;85.4
OLMOS001;Olmos Cretaceous;11-03-2004 06:00:00;7;17.6;0.0;78.4
OLMOS001;Olmos Cretaceous;11-03-2004 07:00:00;8;16.0;565.0;86.1
OLMOS001;Olmos Cretaceous;11-03-2004 08:00:00;9;15.6;1217.0;87.4
OLMOS001;Olmos Cretaceous;11-03-2004 09:00:00;10;18.4;1499.0;83.7
OLMOS001;Olmos Cretaceous;11-03-2004 10:00:00;11;16.1;1907.0;86.5
OLMOS001;Olmos Cretaceous;11-03-2004 11:00:00;12;20.4;2168.0;83.2
OLMOS001;Olmos Cretaceous;11-03-2004 12:00:00;13;15.7;2523.0;86.6
OLMOS001;Olmos Cretaceous;11-03-2004 13:00:00;14;19.4;1998.0;81.9
OLMOS001;Olmos Cretaceous;11-03-2004 14:00:00;15;23.9;1850.0;83.3
OLMOS001;Olmos Cretaceous;11-03-2004 15:00:00;16;24.6;1619.0;80.8
OLMOS001;Olmos Cretaceous;11-03-2004 16:00:00;17;27.9;1034.0;76.6
OLMOS001;Olmos Cretaceous;11-03-2004 17:00:00;18;20.7;614.0;74.2
OLMOS001;Olmos Cretaceous;11-03-2004 18:00:00;19;24.8;53.0;73.5
OLMOS001;Olmos Cretaceous;11-03-2004 19:00:00;20;23.8;0.0;69.8
OLMOS001;Olmos Cretaceous;11-03-2004 20:00:00;21;24.0;0.0;72.0
OLMOS001;Olmos Cretaceous;11-03-2004 21:00:00;22;22.3;108.0;66.5
OLMOS001;Olmos Cretaceous;11-03-2004 22:00:00;23;23.1;29.0;62.2
OLMOS001;Olmos Cretaceous;11-03-2004 23:00:00;24;25.1;35.0;74.0
OLMOS001;Olmos Cretaceous;12-03-2004 00:00:00;1;25.5;29.0;68.9
OLMOS001;Olmos Cretaceous;12-03-2004 01:00:00;2;21.7;0.0;67.1
OLMOS001;Olmos Cretaceous;12-03-2004 02:00:00;3;20.8;11.0;75.8
OLMOS001;Olmos Cretaceous;12-03-2004 03:00:00;4;19.3;9.0;85.8
OLMOS001;Olmos Cretaceous;12-03-2004 04:00:00;5;19.4;0.0;86.3
OLMOS001;Olmos Cretaceous;12-03-2004 05:00:00;6;16.7;0.0;75.7
OLMOS001;Olmos Cretaceous;12-03-2004 06:00:00;7;18.9;25.0;91.9
OLMOS001;Olmos Cretaceous;12-03-2004 07:00:00;8;17.6;580.0;81.5
OLMOS001;Olmos Cretaceous;12-03-2004 08:00:00;9;16.3;1225.0;85.6
OLMOS001;Olmos Cretaceous;12-03-2004 09:00:00;10;19.7;1535.0;84.5
OLMOS001;Olmos Cretaceous;12-03-2004 10:00:00;11;18.4;1840.0;83.2
OLMOS001;Olmos Cretaceous;12-03-2004 11:00:00;12;17.4;2220.0;81.6
OLMOS001;Olmos Cretaceous;12-03-2004 12:00:00;13;20.4;2404.0;77.6
OLMOS001;Olmos Cretaceous;12-03-2004 13:00:00;14;22.2;2126.0;79.4
OLMOS001;Olmos Cretaceous;12-03-2004 14:00:00;15;23.2;1915.0;83.0
OLMOS001;Olmos Cretaceous;12-03-2004 15:00:00;16;24.5;1476.0;77.5
OLMOS001;Olmos Cretaceous;12-03-2004 16:00:00;17;23.8;1015.0;78.5
OLMOS001;Olmos Cretaceous;12-03-2004 17:00:00;18;24.8;511.0;69.7
OLMOS001;Olmos Cretaceous;12-03-2004 18:00:00;19;24.2;41.0;66.0
OLMOS001;Olmos Cretaceous;12-03-2004 19:00:00;20;25.8;71.0;62.6
OLMOS001;Olmos Cretaceous;12-03-2004 20:00:00;21;23.9;57.0;72.2
OLMOS001;Olmos Cretaceous;12-03-2004 21:00:00;22;22.3;0.0;74.4
OLMOS001;Olmos Cretaceous;12-03-2004 22:00:00;23;21.8;0.0;71.1
OLMOS001;Olmos Cretaceous;12-03-2004 23:00:00;24;25.1;45.0;76.0
OLMOS001;Olmos Cretaceous;13-03-2004 00:00:00;1;23.0;0.0;68.0
OLMOS001;Olmos Cretaceous;13-03-2004 01:00:00;2;22.8;0.0;70.2
OLMOS001;Olmos Cretaceous;13-03-2004 02:00:00;3;22.7;117.0;80.1
OLMOS001;Olmos Cretaceous;13-03-2004 03:00:00;4;19.7;0.0;80.8
OLMOS001;Olmos Cretaceous;13-03-2004 04:00:00;5;19.5;0.0;74.3
OLMOS001;Olmos Cretaceous;13-03-2004 05:00:00;6;18.7;0.0;80.3
OLMOS001;Olmos Cretaceous;13-03-2004 06:00:00;7;18.5;12.0;91.0
OLMOS001;Olmos Cretaceous;13-03-2004 07:00:00;8;18.9;525.0;90.9
OLMOS001;Olmos Cretaceous;13-03-2004 08:00:00;9;17.3;1113.0;88.9
OLMOS001;Olmos Cretaceous;13-03-2004 09:00:00;10;16.9;1625.0;86.4
OLMOS001;Olmos Cretaceous;13-03-2004 10:00:00;11;16.9;1922.0;82.7
OLMOS001;Olmos Cretaceous;13-03-2004 11:00:00;12;17.3;2267.0;80.2
OLMOS001;Olmos Cretaceous;13-03-2004 12:00:00;13;19.4;2200.0;85.6
OLMOS001;Olmos Cretaceous;13-03-2004 13:00:00;14;19.6;2321.0;73.3
OLMOS001;Olmos Cretaceous;13-03-2004 14:00:00;15;20.7;2052.0;81.7
OLMOS001;Olmos Cretaceous;13-03-2004 15:00:00;16;22.1;1630.0;69.1
OLMOS001;Olmos Cretaceous;13-03-2004 16:00:00;17;25.5;1234.0;74.3
OLMOS001;Olmos Cretaceous;13-03-2004 17:00:00;18;23.8;656.0;69.2
OLMOS001;Olmos Cretaceous;13-03-2004 18:00:00;19;22.9;30.0;71.8
OLMOS001;Olmos Cretaceous;13-03-2004 19:00:00;20;24.9;76.0;70.0
OLMOS001;Olmos Cretaceous;13-03-2004 20:00:00;21;22.7;0.0;68.6
OLMOS001;Olmos Cretaceous;13-03-2004 21:00:00;22;24.4;0.0;71.5
OLMOS001;Olmos Cretaceous;13-03-2004 22:00:00;23;23.3;0.0;64.5
OLMOS001;Olmos Cretaceous;13-03-2004 23:00:00;24;24.4;22.0;72.3
OLMOS001;Olmos Cretaceous;14-03-2004 00:00:00;1;23.4;4.0;77.1
OLMOS001;Olmos Cretaceous;14-03-2004 01:00:00;2;20.8;0.0;64.4
OLMOS001;Olmos Cretaceous;14-03-2004 02:00:00;3;19.5;0.0;79.0
OLMOS001;Olmos Cretaceous;14-03-2004 03:00:00;4;19.2;35.0;74.1
OLMOS001;Olmos Cretaceous;14-03-2004 04:00:00;5;17.2;0.0;88.9
OLMOS001;Olmos Cretaceous;14-03-2004 05:00:00;6;17.6;41.0;93.8
OLMOS001;Olmos Cretaceous;14-03-2004 06:00:00;7;19.4;33.0;83.5
OLMOS001;Olmos Cretaceous;14-03-2004 07:00:00;8;15.0;578.0;83.0
OLMOS001;Olmos Cretaceous;14-03-2004 08:00:00;9;20.1;1221.0;91.2
OLMOS001;Olmos Cretaceous;14-03-2004 09:00:00;10;17.2;1673.0;78.2
OLMOS001;Olmos Cretaceous;14-03-2004 10:00:00;11;18.1;2062.0;81.1
OLMOS001;Olmos Cretaceous;14-03-2004 11:00:00;12;17.2;2323.0;86.0
OLMOS001;Olmos Cretaceous;14-03-2004 12:00:00;13;17.0;2152.0;79.8
OLMOS001;Olmos Cretaceous;14-03-2004 13:00:00;14;20.8;1981.0;82.5
OLMOS001;Olmos Cretaceous;14-03-2004 14:00:00;15;23.2;2011.0;90.0
OLMOS001;Olmos Cretaceous;14-03-2004 15:00:00;16;21.6;1583.0;76.1
OLMOS001;Olmos Cretaceous;14-03-2004 16:00:00;17;21.5;1160.0;76.6
OLMOS001;Olmos Cretaceous;14-03-2004 17:00:00;18;20.9;522.0;70.5
OLMOS001;Olmos Cretaceous;14-03-2004 18:00:00;19;23.8;27.0;70.9
OLMOS001;Olmos Cretaceous;14-03-2004 19:00:00;20;25.7;7.0;73.8
OLMOS001;Olmos Cretaceous;14-03-2004 20:00:00;21;25.9;0.0;75.8
OLMOS001;Olmos Cretaceous;14-03-2004 21:00:00;22;24.0;28.0;77.3
OLMOS001;Olmos Cretaceous;14-03-2004 22:00:00;23;26.9;30.0;68.9
OLMOS001;Olmos Cretaceous;14-03-2004 23:00:00;24;25.6;0.0;73.1
OLMOS001;Olmos Cretaceous;15-03-2004 00:00:00;1;24.2;0.0;82.9
OLMOS001;Olmos Cretaceous;15-03-2004 01:00:00;2;21.1;0.0;79.9
OLMOS001;Olmos Cretaceous;15-03-2004 02:00:00;3;20.2;0.0;78.8
OLMOS001;Olmos Cretaceous;15-03-2004 03:00:00;4;19.5;0.0;83.3
OLMOS001;Olmos Cretaceous;15-03-2004 04:00:00;5;17.8;0.0;84.9
OLMOS001;Olmos Cretaceous;15-03-2004 05:00:00;6;19.2;0.0;81.4
OLMOS001;Olmos Cretaceous;15-03-2004 06:00:00;7;19.2;0.0;88.8
OLMOS001;Olmos Cretaceous;15-03-2004 07:00:00;8;16.9;575.0;86.1
OLMOS001;Olmos Cretaceous;15-03-2004 08:00:00;9;19.3;911.0;82.4
OLMOS001;Olmos Cretaceous;15-03-2004 09:00:00;10;16.7;1436.0;83.7
OLMOS001;Olmos Cretaceous;15-03-2004 10:00:00;11;17.0;1829.0;87.4
OLMOS001;Olmos Cretaceous;15-03-2004 11:00:00;12;19.5;2406.0;84.0
OLMOS001;Olmos Cretaceous;15-03-2004 12:00:00;13;19.3;2238.0;88.2
OLMOS001;Olmos Cretaceous;15-03-2004 13:00:00;14;21.1;2198.0;85.2
OLMOS001;Olmos Cretaceous;15-03-2004 14:00:00;15;20.3;1934.0;83.7
OLMOS001;Olmos Cretaceous;15-03-2004 15:00:00;16;26.1;1495.0;76.8
OLMOS001;Olmos Cretaceous;15-03-2004 16:00:00;17;21.4;1080.0;73.4
OLMOS001;Olmos Cretaceous;15-03-2004 17:00:00;18;22.4;533.0;75.3
OLMOS001;Olmos Cretaceous;15-03-2004 18:00:00;19;27.1;68.0;71.1
OLMOS001;Olmos Cretaceous;15-03-2004 19:00:00;20;23.6;44.0;73.7
OLMOS001;Olmos Cretaceous;15-03-2004 20:00:00;21;25.9;55.0;74.9
OLMOS001;Olmos Cretaceous;15-03-2004 21:00:00;22;24.4;0.0;73.4
OLMOS001;Olmos Cretaceous;15-03-2004 22:00:00;23;24.9;52.0;75.4
OLMOS001;Olmos Cretaceous;15-03-2004 23:00:00;24;25.0;116.0;75.1
OLMOS001;Olmos Cretaceous;16-03-2004 00:00:00;1;21.9;80.0;80.5
OLMOS001;Olmos Cretaceous;16-03-2004 01:00:00;2;22.0;63.0;76.5
OLMOS001;Olmos Cretaceous;16-03-2004 02:00:00;3;18.5;135.0;74.2
OLMOS001;Olmos Cretaceous;16-03-2004 03:00:00;4;20.9;2.0;82.0
OLMOS001;Olmos Cretaceous;16-03-2004 04:00:00;5;20.6;44.0;88.4
OLMOS001;Olmos Cretaceous;16-03-2004 05:00:00;6;17.1;0.0;74.4
OLMOS001;Olmos Cretaceous;16-03-2004 06:00:00;7;16.0;0.0;94.3
OLMOS001;Olmos Cretaceous;16-03-2004 07:00:00;8;17.2;465.0;83.2
OLMOS001;Olmos Cretaceous;16-03-2004 08:00:00;9;18.0;914.0;80.0
OLMOS001;Olmos Cretaceous;16-03-2004 09:00:00;10;16.8;1558.0;82.9
OLMOS001;Olmos Cretaceous;16-03-2004 10:00:00;11;16.6;1832.0;83.6
OLMOS001;Olmos Cretaceous;16-03-2004 11:00:00;12;18.9;2271.0;86.6
OLMOS001;Olmos Cretaceous;16-03-2004 12:00:00;13;20.4;2379.0;81.9
OLMOS001;Olmos Cretaceous;16-03-2004 13:00:00;14;18.2;2492.0;82.4
OLMOS001;Olmos Cretaceous;16-03-2004 14:00:00;15;19.5;1988.0;73.7
OLMOS001;Olmos Cretaceous;16-03-2004 15:00:00;16;24.8;1269.0;72.8
OLMOS001;Olmos Cretaceous;16-03-2004 16:00:00;17;22.3;1206.0;67.8
OLMOS001;Olmos Cretaceous;16-03-2004 17:00:00;18;25.7;515.0;75.7
OLMOS001;Olmos Cretaceous;16-03-2004 18:00:00;19;24.1;0.0;74.1
OLMOS001;Olmos Cretaceous;16-03-2004 19:00:00;20;23.3;7.0;68.2
OLMOS001;Olmos Cretaceous;16-03-2004 20:00:00;21;23.5;0.0;68.2
OLMOS001;Olmos Cretaceous;16-03-2004 21:00:00;22;23.4;9.0;70.9
OLMOS001;Olmos Cretaceous;16-03-2004 22:00:00;23;25.9;0.0;68.1
OLMOS001;Olmos Cretaceous;16-03-2004 23:00:00;24;24.9;51.0;73.0
OLMOS001;Olmos Cretaceous;17-03-2004 00:00:00;1;23.1;0.0;80.8
OLMOS001;Olmos Cretaceous;17-03-2004 01:00:00;2;24.3;79.0;80.8
OLMOS001;Olmos Cretaceous;17-03-2004 02:00:00;3;18.1;6.0;78.1
OLMOS001;Olmos Cretaceous;17-03-2004 03:00:00;4;17.7;28.0;80.9
OLMOS001;Olmos Cretaceous;17-03-2004 04:00:00;5;19.4;0.0;84.8
OLMOS001;Olmos Cretaceous;17-03-2004 05:00:00;6;18.5;3.0;81.2
OLMOS001;Olmos Cretaceous;17-03-2004 06:00:00;7;20.0;0.0;82.0
OLMOS001;Olmos Cretaceous;17-03-2004 07:00:00;8;16.1;615.0;86.7
OLMOS001;Olmos Cretaceous;17-03-2004 08:00:00;9;15.2;1083.0;87.8
OLMOS001;Olmos Cretaceous;17-03-2004 09:00:00;10;18.3;1522.0;79.2
OLMOS001;Olmos Cretaceous;17-03-2004 10:00:00;11;17.1;1983.0;86.6
OLMOS001;Olmos Cretaceous;17-03-2004 11:00:00;12;19.0;2206.0;83.2
OLMOS001;Olmos Cretaceous;17-03-2004 12:00:00;13;19.3;2123.0;82.5
OLMOS001;Olmos Cretaceous;17-03-2004 13:00:00;14;21.6;2164.0;83.8
OLMOS001;Olmos Cretaceous;17-03-2004 14:00:00;15;22.7;1946.0;86.3
OLMOS001;Olmos Cretaceous;17-03-2004 15:00:00;16;22.7;1550.0;76.8
OLMOS001;Olmos Cretaceous;17-03-2004 16:00:00;17;20.5;1121.0;73.5
OLMOS001;Olmos Cretaceous;17-03-2004 17:00:00;18;24.8;581.0;75.3
OLMOS001;Olmos Cretaceous;17-03-2004 18:00:00;19;23.2;12.0;72.4
OLMOS001;Olmos Cretaceous;17-03-2004 19:00:00;20;25.7;0.0;72.0
OLMOS001;Olmos Cretaceous;17-03-2004 20:00:00;21;25.6;0.0;71.0
OLMOS001;Olmos Cretaceous;17-03-2004 21:00:00;22;26.3;0.0;72.8
OLMOS001;Olmos Cretaceous;17-03-2004 22:00:00;23;26.4;3.0;74.0
OLMOS001;Olmos Cretaceous;17-03-2004 23:00:00;24;24.5;0.0;73.9
OLMOS001;Olmos Cretaceous;18-03-2004 00:00:00;1;25.7;31.0;74.2
OLMOS001;Olmos Cretaceous;18-03-2004 01:00:00;2;21.4;8.0;70.8
OLMOS001;Olmos Cretaceous;18-03-2004 02:00:00;3;21.7;52.0;78.2
OLMOS001;Olmos Cretaceous;18-03-2004 03:00:00;4;18.0;23.0;85.0
OLMOS001;Olmos Cretaceous;18-03-2004 04:00:00;5;17.0;0.0;81.5
OLMOS001;Olmos Cretaceous;18-03-2004 05:00:00;6;17.1;40.0;84.5
OLMOS001;Olmos Cretaceous;18-03-2004 06:00:00;7;19.1;0.0;82.4
OLMOS001;Olmos Cretaceous;18-03-2004 07:00:00;8;15.5;504.0;86.1
OLMOS001;Olmos Cretaceous;18-03-2004 08:00:00;9;19.9;1074.0;85.0
OLMOS001;Olmos Cretaceous;18-03-2004 09:00:00;10;17.6;1478.0;84.6
OLMOS001;Olmos Cretaceous;18-03-2004 10:00:00;11;17.3;2173.0;80.7
OLMOS001;Olmos Cretaceous;18-03-2004 11:00:00;12;17.5;2066.0;85.6
OLMOS001;Olmos Cretaceous;18-03-2004 12:00:00;13;18.5;2242.0;80.3
OLMOS001;Olmos Cretaceous;18-03-2004 13:00:00;14;18.8;2262.0;78.7
OLMOS001;Olmos Cretaceous;18-03-2004 14:00:00;15;21.3;1820.0;72.2
OLMOS001;Olmos Cretaceous;18-03-2004 15:00:00;16;22.4;1634.0;80.8
OLMOS001;Olmos Cretaceous;18-03-2004 16:00:00;17;21.9;929.0;75.8
OLMOS001;Olmos Cretaceous;18-03-2004 17:00:00;18;22.3;701.0;71.2
OLMOS001;Olmos Cretaceous;18-03-2004 18:00:00;19;24.6;0.0;70.3
OLMOS001;Olmos Cretaceous;18-03-2004 19:00:00;20;25.4;124.0;70.3
OLMOS001;Olmos Cretaceous;18-03-2004 20:00:00;21;25.4;0.0;74.0
OLMOS001;Olmos Cretaceous;18-03-2004 21:00:00;22;26.2;0.0;76.3
OLMOS001;Olmos Cretaceous;18-03-2004 22:00:00;23;23.4;14.0;75.3
OLMOS001;Olmos Cretaceous;18-03-2004 23:00:00;24;26.0;0.0;71.4
OLMOS001;Olmos Cretaceous;19-03-2004 00:00:00;1;24.1;0.0;65.1
OLMOS001;Olmos Cretaceous;19-03-2004 01:00:00;2;23.7;0.0;71.1
OLMOS001;Olmos Cretaceous;19-03-2004 02:00:00;3;21.1;0.0;75.8
OLMOS001;Olmos Cretaceous;19-03-2004 03:00:00;4;22.6;28.0;87.5
OLMOS001;Olmos Cretaceous;19-03-2004 04:00:00;5;18.5;35.0;84.0
OLMOS001;Olmos Cretaceous;19-03-2004 05:00:00;6;15.9;9.0;81.1
OLMOS001;Olmos Cretaceous;19-03-2004 06:00:00;7;15.7;0.0;88.0
OLMOS001;Olmos Cretaceous;19-03-2004 07:00:00;8;15.0;543.0;81.0
OLMOS001;Olmos Cretaceous;19-03-2004 08:00:00;9;19.6;1089.0;89.7
OLMOS001;Olmos Cretaceous;19-03-2004 09:00:00;10;16.6;1297.0;93.5
OLMOS001;Olmos Cretaceous;19-03-2004 10:00:00;11;19.5;1865.0;90.2
OLMOS001;Olmos Cretaceous;19-03-2004 11:00:00;12;19.9;2009.0;89.1
OLMOS001;Olmos Cretaceous;19-03-2004 12:00:00;13;21.5;2055.0;94.1
OLMOS001;Olmos Cretaceous;19-03-2004 13:00:00;14;20.6;1962.0;78.3
OLMOS001;Olmos Cretaceous;19-03-2004 14:00:00;15;21.2;2026.0;81.9
OLMOS001;Olmos Cretaceous;19-03-2004 15:00:00;16;24.2;1460.0;81.7
OLMOS001;Olmos Cretaceous;19-03-2004 16:00:00;17;24.1;1086.0;76.1
OLMOS001;Olmos Cretaceous;19-03-2004 17:00:00;18;24.8;531.0;67.8
OLMOS001;Olmos Cretaceous;19-03-2004 18:00:00;19;26.2;0.0;68.6
OLMOS001;Olmos Cretaceous;19-03-2004 19:00:00;20;21.9;9.0;69.0
OLMOS001;Olmos Cretaceous;19-03-2004 20:00:00;21;26.1;0.0;73.4
OLMOS001;Olmos Cretaceous;19-03-2004 21:00:00;22;26.3;0.0;66.9
OLMOS001;Olmos Cretaceous;19-03-2004 22:00:00;23;24.1;0.0;69.4
OLMOS001;Olmos Cretaceous;19-03-2004 23:00:00;24;21.9;26.0;77.4
OLMOS001;Olmos Cretaceous;20-03-2004 00:00:00;1;25.1;46.0;69.3
OLMOS001;Olmos Cretaceous;20-03-2004 01:00:00;2;24.1;44.0;81.4
OLMOS001;Olmos Cretaceous;20-03-2004 02:00:00;3;21.2;0.0;72.3
OLMOS001;Olmos Cretaceous;20-03-2004 03:00:00;4;23.1;0.0;82.3
OLMOS001;Olmos Cretaceous;20-03-2004 04:00:00;5;20.1;22.0;76.2
OLMOS001;Olmos Cretaceous;20-03-2004 05:00:00;6;18.1;0.0;93.5
OLMOS001;Olmos Cretaceous;20-03-2004 06:00:00;7;15.9;45.0;83.6
OLMOS001;Olmos Cretaceous;20-03-2004 07:00:00;8;16.4;542.0;84.4
OLMOS001;Olmos Cretaceous;20-03-2004 08:00:00;9;16.8;1240.0;85.1
OLMOS001;Olmos Cretaceous;20-03-2004 09:00:00;10;20.2;1696.0;87.5
OLMOS001;Olmos Cretaceous;20-03-2004 10:00:00;11;17.3;1760.0;84.4
OLMOS001;Olmos Cretaceous;20-03-2004 11:00:00;12;18.4;1838.0;82.6
OLMOS001;Olmos Cretaceous;20-03-2004 12:00:00;13;21.5;2009.0;80.8
OLMOS001;Olmos Cretaceous;20-03-2004 13:00:00;14;22.7;2181.0;80.5
OLMOS001;Olmos Cretaceous;20-03-2004 14:00:00;15;24.7;1971.0;73.9
OLMOS001;Olmos Cretaceous;20-03-2004 15:00:00;16;23.1;1690.0;76.1
OLMOS001;Olmos Cretaceous;20-03-2004 16:00:00;17;23.1;1158.0;83.1
OLMOS001;Olmos Cretaceous;20-03-2004 17:00:00;18;23.9;565.0;74.4
OLMOS001;Olmos Cretaceous;20-03-2004 18:00:00;19;23.0;0.0;74.9
OLMOS001;Olmos Cretaceous;20-03-2004 19:00:00;20;26.1;18.0;72.9
OLMOS001;Olmos Cretaceous;20-03-2004 20:00:00;21;25.0;10.0;62.9
OLMOS001;Olmos Cretaceous;20-03-2004 21:00:00;22;23.9;30.0;73.3
OLMOS001;Olmos Cretaceous;20-03-2004 22:00:00;23;23.4;0.0;78.3
